epoch,learning_rate,train_loss,valid_loss,valid_accuracy,test_loss,test_accuracy
113,0.001,0.167473,0.249,87.5,0.2392,88.14
114,0.001,0.16065,0.2264,88.5,0.2271,88.52
115,0.001,0.158252,0.2302,88.4,0.2317,88.62
116,0.001,0.16255,0.2304,88.4,0.2276,88.62
117,0.001,0.159527,0.2602,87.1,0.2487,88.0
118,0.001,0.164001,0.3811,84.2,0.3718,84.83
119,0.001,0.15984,0.2367,87.9,0.2361,88.02
120,0.001,0.159263,0.2485,87.95,0.2436,88.08
121,0.001,0.159859,0.3006,86.05,0.295,86.83
122,0.001,0.159467,0.2288,87.95,0.2353,88.41
123,0.001,0.158334,0.242,88.1,0.2477,87.83
124,0.001,0.16372,0.2626,87.3,0.2753,87.36
125,0.001,0.15556,0.3075,86.05,0.296,86.9
126,0.001,0.157464,0.2408,88.3,0.2408,88.29
127,0.001,0.157632,0.2505,87.0,0.2495,87.2
128,0.001,0.158456,0.2884,86.5,0.2775,87.09
129,0.001,0.160156,0.2476,88.0,0.2513,87.81
130,0.001,0.160793,0.2406,87.85,0.2502,87.95
131,0.001,0.157515,0.2316,88.35,0.2368,88.19
132,0.001,0.16153,0.3389,84.25,0.3325,85.76
133,0.001,0.156417,0.2757,87.2,0.2699,87.47
134,0.001,0.15996,0.281,86.05,0.2729,87.13
135,0.001,0.156071,0.2365,88.45,0.2339,88.44
136,0.001,0.152852,0.3047,86.35,0.2942,87.08
137,0.001,0.155442,0.3122,86.15,0.2987,86.87
138,0.001,0.157095,0.2402,88.0,0.247,88.15
139,0.001,0.156481,0.257,87.15,0.254,88.11
140,0.001,0.152271,0.236,87.85,0.2408,88.57
141,0.0001,0.150736,0.2361,87.8,0.2325,88.57
142,0.0001,0.146583,0.2386,88.4,0.2385,88.56
143,0.0001,0.142545,0.2397,88.35,0.2416,88.37
144,0.0001,0.146318,0.2296,87.9,0.2352,88.61
145,0.0001,0.142204,0.2429,87.65,0.2419,88.59
146,0.0001,0.146783,0.2332,87.75,0.2319,88.62
147,0.0001,0.143089,0.24,87.4,0.2386,88.54
148,0.0001,0.145225,0.2347,88.0,0.2326,88.61
149,0.0001,0.141727,0.2491,88.05,0.246,88.39
150,0.0001,0.143389,0.2283,88.35,0.2279,88.84
151,0.0001,0.142544,0.2423,88.4,0.2374,88.6
152,0.0001,0.144047,0.2324,87.85,0.2308,88.7
153,0.0001,0.148118,0.2406,88.25,0.2357,88.52
154,0.0001,0.144299,0.2382,88.2,0.2359,88.62
155,0.0001,0.145291,0.2363,87.9,0.2373,88.72
156,0.0001,0.140814,0.2333,87.9,0.2361,88.69
157,0.0001,0.140963,0.2368,88.3,0.2344,88.72
158,0.0001,0.140403,0.2398,88.35,0.2392,88.52
159,0.0001,0.141601,0.2388,88.2,0.2344,88.64
160,0.0001,0.139466,0.2326,87.75,0.2355,88.88
161,0.0001,0.14054,0.2492,87.95,0.2441,88.41
162,0.0001,0.144772,0.2331,87.9,0.2368,88.74
163,0.0001,0.140871,0.2366,87.5,0.2359,88.82
164,0.0001,0.144413,0.2338,88.15,0.2386,88.66
165,0.0001,0.143199,0.2456,87.95,0.2433,88.39
166,0.0001,0.141763,0.2459,87.8,0.2438,88.39
167,0.0001,0.143614,0.2318,88.1,0.2335,88.77
168,0.0001,0.142754,0.2336,87.85,0.2352,88.7
169,0.0001,0.137748,0.229,88.1,0.2308,88.75
170,0.0001,0.137319,0.2479,87.8,0.2399,88.58
171,0.0001,0.141445,0.2305,88.05,0.2335,88.77
172,0.0001,0.141061,0.229,88.15,0.2294,88.6
173,0.0001,0.143626,0.2334,87.8,0.2363,88.66
174,0.0001,0.140333,0.2397,87.75,0.2394,88.73
175,0.0001,0.142563,0.241,88.35,0.2425,88.47
176,0.0001,0.145097,0.2337,87.9,0.232,88.82
177,0.0001,0.14293,0.2388,88.5,0.243,88.68
178,0.0001,0.139355,0.2391,88.2,0.2396,88.55
179,0.0001,0.138198,0.2353,88.25,0.2348,88.39
180,0.0001,0.139574,0.2319,88.05,0.2386,88.73
181,1e-05,0.143435,0.235,87.95,0.2358,88.78
182,1e-05,0.14243,0.2295,87.95,0.2356,88.73
183,1e-05,0.142891,0.235,88.5,0.2399,88.46
184,1e-05,0.141524,0.234,88.2,0.2367,88.86
185,1e-05,0.139295,0.2344,88.25,0.2381,88.67
186,1e-05,0.140443,0.2373,88.25,0.2419,88.53
187,1e-05,0.141739,0.2361,88.35,0.2395,88.64
188,1e-05,0.141324,0.233,88.1,0.239,88.74
189,1e-05,0.139283,0.2363,88.4,0.2367,88.71
190,1e-05,0.14391,0.2385,88.25,0.238,88.78
191,1e-05,0.141237,0.2377,88.4,0.2411,88.54
192,1e-05,0.141658,0.234,88.15,0.239,88.72
193,1e-05,0.135607,0.2375,88.05,0.2355,88.55
194,1e-05,0.141423,0.2368,88.0,0.2424,88.64
195,1e-05,0.137203,0.2392,88.2,0.2421,88.58
196,1e-05,0.142381,0.2359,87.95,0.238,88.65
197,1e-05,0.143208,0.2421,88.15,0.2461,88.55
198,1e-05,0.139544,0.2354,88.5,0.2405,88.65
199,1e-05,0.136465,0.2346,87.95,0.2316,88.61
200,1e-05,0.138556,0.2339,87.9,0.2372,88.92
